,strata,group,metrica
442,27,history,50.32558652026401
443,10,history,7.010478800636021
444,40,history,53.057319451901805
445,33,history,102.32191001394287
446,6,history,25.346211448733115
447,20,history,10.73383601594944
448,0,history,11.481694975227535
449,38,history,9.193483364618867
450,1,history,18.727743394620113
451,14,history,26.483420450877702
452,40,history,145.74401608456276
453,27,history,12.877134592095732
454,30,history,16.935310234677434
455,23,history,63.53443138757919
456,18,history,7.815193695600382
457,13,history,26.872461467249117
458,47,history,30.276296095407176
459,49,history,124.96234484816262
460,40,history,104.25680465476366
461,31,history,3.798893381383607
462,43,history,101.57829186837357
463,18,history,52.491893986386174
464,43,history,133.9218370462832
465,22,history,38.381869727169274
466,9,history,11.539972686874632
467,16,history,30.72152601679713
468,16,history,47.39742673343418
469,37,history,-28.521734261661837
470,25,history,51.96430100461
471,31,history,-3.3694554819841187
472,22,history,50.24498893991527
473,34,history,58.78488532810961
474,31,history,71.83051321384687
475,13,history,27.360128387500854
476,24,history,36.022649650907525
477,46,history,49.85507574526952
478,39,history,13.514064038417665
479,30,history,24.038800998563485
480,39,history,25.145682309161103
481,25,history,-0.32040746643790213
482,46,history,130.9142674844535
483,17,history,23.548951031623655
484,25,history,39.4551833496481
485,12,history,34.37391877190731
486,43,history,11.867479875002484
487,9,history,25.86922589899112
488,23,history,54.1510870756989
489,26,history,20.664823140974576
490,25,history,59.43230422137344
491,41,history,54.01623074123255
492,12,history,28.588274243074693
493,40,history,40.00143408794008
494,7,history,34.39266828174922
495,37,history,63.92624690818294
496,19,history,85.19322822405115
497,6,history,28.751170901973843
498,30,history,-41.003302887612634
499,2,history,9.339840576974064
500,28,history,21.5643028293656
501,28,history,22.171524189196223
502,15,history,36.2064299703158
503,16,history,31.344109943174434
504,45,history,91.33055226534952
505,35,history,69.39617608860301
506,4,history,16.145440482529896
507,12,history,-26.00491395581435
508,20,history,44.62371278605514
509,29,history,13.959981293571555
510,42,history,45.0410472287791
511,5,history,17.797210475614115
512,37,history,52.566406780623225
513,26,history,62.61716846587884
514,13,history,26.328327115801066
515,5,history,3.1279976170987647
516,26,history,24.553980358823512
517,29,history,153.2136596285393
518,14,history,57.36182094240753
519,8,history,37.69115799479578
520,9,history,15.153234633644566
521,41,history,18.7312696971302
522,2,history,12.473049647972084
523,28,history,91.71665329020495
524,21,history,22.740563139468712
525,42,history,29.909639126484066
526,16,history,15.947288734537754
527,8,history,32.721940329781745
528,25,history,27.83493605877806
529,27,history,85.39008467060157
530,48,history,4.299187291582989
531,35,history,-33.36083898008252
532,11,history,-0.05691705484605619
533,21,history,14.962586151632657
534,13,history,33.570604084073025
535,3,history,12.138818597999276
536,13,history,14.261320927444705
537,30,history,-15.764962599361397
538,29,history,23.37760089104596
539,21,history,40.459069608965514
540,13,history,27.529630190627675
541,9,history,33.604909366676345
542,16,history,9.619500317496442
543,45,history,-7.807865537689142
544,3,history,16.290335199006066
545,35,history,29.865738480597855
546,13,history,22.13877165501141
547,10,history,31.53125010981139
548,18,history,3.130713469406037
549,6,history,12.597008385817222
550,34,history,9.567351802050776
551,9,history,10.979156902412466
552,23,history,43.019236829361475
553,22,history,48.684281562697315
554,0,history,6.744530646023637
555,18,history,5.326026546134551
556,37,history,-13.620767093126275
557,47,history,6.3281435204052885
558,27,history,78.64321019261746
559,5,history,33.743672072663344
560,29,history,55.30511163139556
561,40,history,64.76530088385604
562,20,history,48.29961813073025
563,25,history,107.82309919865652
564,25,history,63.90086727570496
565,40,history,38.10726562637254
566,21,history,49.2558629071799
567,36,history,17.42969746238107
568,45,history,38.67810395340467
569,19,history,31.891694697071312
570,11,history,41.428189804671234
571,9,history,33.18071845490396
572,21,history,41.161638429584926
573,5,history,17.198310968863336
574,0,history,14.306710197756026
575,36,history,10.561466014089724
576,13,history,21.24621128609297
577,23,history,73.44945299557382
578,30,history,27.541620185066368
579,20,history,45.8489552350338
580,30,history,72.5084375322584
581,12,history,33.505930999152625
582,21,history,23.91097019997336
583,4,history,22.02988992416075
584,16,history,18.253719388445223
585,29,history,77.77068617889869
586,23,history,18.167756262685224
587,45,history,57.73912109602141
588,1,history,16.511005379800917
589,49,history,76.38688870127446
590,10,history,47.213658276569134
591,40,history,60.5993956855942
592,15,history,48.5912255400268
593,39,history,41.473237963470154
594,47,history,122.09432727639224
595,10,history,15.972018608903806
596,17,history,-5.015816205600203
597,17,history,12.835177754451152
598,17,history,8.717900459639448
599,39,history,6.824884632610818
600,1,history,8.586229094562015
601,47,history,-23.437073643927878
602,24,history,54.44731132759809
603,24,history,59.67703918708799
604,7,history,16.846071516063432
605,6,history,19.866249399227804
606,22,history,62.023961571150004
607,37,history,45.70251372735578
608,3,history,14.276228632393405
609,29,history,68.03109821894759
610,22,history,55.38261418445745
611,28,history,48.94602808914982
612,28,history,44.03929178485983
613,27,history,56.809573458101056
614,32,history,-4.412653411484935
615,36,history,35.26106902463542
616,24,history,8.479721519813534
617,49,history,130.44013860253003
618,13,history,41.35782009716033
619,2,history,12.396447666119935
620,29,history,58.54608990948526
621,27,history,43.541858219496504
622,20,history,22.901369671136116
623,43,history,49.513635975293326
624,7,history,39.72133010176462
625,21,history,29.45295771277137
626,4,history,11.52078099787161
627,10,history,45.22756981001886
628,2,history,12.05385650978134
629,49,history,67.95506745835512
630,30,history,61.28045692747219
631,20,history,41.394969130266645
632,28,history,63.54819781219585
633,39,history,-14.233993143666694
634,3,history,4.277980663597259
635,43,history,30.574737756085757
636,39,history,96.48617595287125
637,27,history,63.44283565828433
638,36,history,29.914647068972496
639,17,history,28.57664702163241
640,33,history,97.75848420794966
641,12,history,6.015054344129986
642,24,history,40.64211073255881
643,26,history,7.276265084126521
644,7,history,17.38603121281419
645,11,history,16.655792101878816
646,48,history,27.85654465976608
647,14,history,18.275616432239282
648,43,history,37.63342510410139
649,6,history,19.11872360923777
650,42,history,17.195015963405165
651,40,history,32.13698572499222
652,24,history,34.115145938373026
653,22,history,90.17686570857092
654,21,history,66.03761189203553
655,21,history,36.89969258821237
656,20,history,10.207816381161809
657,4,history,13.501597318135286
658,31,history,30.164458683696925
659,22,history,28.547390301178496
660,36,history,82.75103423297516
661,42,history,106.46678506724113
662,9,history,21.813274203935162
663,33,history,73.29330071526026
664,27,history,24.70045880372994
665,24,history,70.79751293930259
666,31,history,18.865452383806563
667,11,history,43.939661852644065
668,12,history,24.445580052893693
669,32,history,101.00688240775081
670,47,history,116.82273074090793
671,24,history,28.46743180810594
672,18,history,23.32168434266291
673,39,history,91.26074493253849
674,21,history,20.117316505904846
675,7,history,12.964313097095149
676,42,history,65.8299590616946
677,9,history,35.29721444377714
678,27,history,-2.6655153810022085
679,26,history,32.49154747794479
680,36,history,11.094850577674695
681,0,history,20.29257133711609
682,39,history,63.707135704532476
683,24,history,21.004455729853234
684,4,history,21.151897663031544
685,10,history,10.388541191945462
686,12,history,8.417468925122886
687,11,history,13.001203436366513
688,6,history,20.740200789408373
689,46,history,70.15812595203731
690,38,history,-0.270257267409238
691,15,history,0.23870534945735855
692,15,history,30.211780730867353
693,21,history,20.952296831808887
694,29,history,-37.51730896795597
695,6,history,28.006455580275045
696,49,history,-19.760091189385975
697,42,history,30.051299492606837
698,27,history,23.632214849233208
699,44,history,14.738036408695852
700,39,history,-1.5562158941503157
701,12,history,28.249461600955716
702,7,history,26.73724527177564
703,33,history,52.344845843053406
704,47,history,75.96404059863583
705,48,history,19.932925511110287
706,45,history,54.94592983532786
707,16,history,57.118656209692716
708,11,history,41.632162821711034
709,29,history,49.7184789810344
710,4,history,14.861960803420468
711,30,history,45.24980018245055
712,18,history,14.551197898956728
713,14,history,24.816253233225154
714,8,history,26.60160284462479
715,49,history,82.83228658251599
716,2,history,12.855374902516093
717,22,history,93.78074198782687
718,37,history,41.20324620912796
719,41,history,122.26310049863952
720,44,history,15.141585636533382
721,17,history,50.62293770766758
722,5,history,20.72564730880789
723,16,history,26.55339194836486
724,7,history,22.895910578189923
725,12,history,22.181263074628745
726,5,history,21.746432839807472
727,34,history,20.564998118587546
728,47,history,159.43977006761486
729,31,history,162.32536494940877
730,17,history,14.261030046438298
731,44,history,-44.27812980014927
732,35,history,31.64302242658415
733,45,history,119.2777061997559
734,31,history,37.70486659279214
735,29,history,29.978834883762485
736,28,history,39.35145265033517
737,20,history,11.673617233971267
738,38,history,77.96480285949238
739,20,history,-4.115488320284136
740,19,history,20.312606196127824
741,28,history,25.892039691130293
742,42,history,7.419393774570558
743,21,history,56.85023926439669
744,25,history,94.29636510785869
745,6,history,12.821615090150981
746,5,history,17.681852971082176
747,32,history,83.85902475237515
748,40,history,59.58151119092051
749,28,history,22.301580934864827
750,32,history,30.609536482436127
751,46,history,75.02007547958006
752,17,history,48.1320671524226
753,10,history,9.106359392837437
754,7,history,7.393668119008314
755,25,history,43.26050869981373
756,0,history,10.682715377348693
757,42,history,30.500311324567427
758,6,history,24.511914335062386
759,21,history,4.696382635627583
760,13,history,13.422341710665705
761,46,history,35.44940296788959
762,24,history,67.68410054038131
763,20,history,5.626740958164394
764,40,history,67.54855780204689
765,30,history,46.72633118370852
766,13,history,26.08890818443354
767,15,history,32.093167107874955
768,19,history,51.86338820034655
769,47,history,75.62367035348467
770,33,history,-19.437062544882043
771,2,history,11.324729711817161
772,0,history,11.996927207542855
773,20,history,27.40020508367006
774,36,history,43.66351164283176
775,45,history,37.979969890926725
776,41,history,26.019455924423156
777,13,history,-2.353575737874472
778,46,history,76.27947791987704
779,40,history,17.58330800090388
780,40,history,15.798564378705212
781,7,history,10.471162971260942
782,11,history,44.89372240989451
783,28,history,11.998063834780393
784,13,history,12.503947547312999
785,44,history,62.70734587190582
786,10,history,21.619779219376433
787,28,history,38.240594191384446
788,7,history,18.605252874849516
789,37,history,-23.386894773273667
790,46,history,3.7900929217973927
791,4,history,20.123994406297964
792,27,history,22.046831319665124
793,14,history,8.512796750268489
794,31,history,25.802984992232133
795,25,history,53.45467846950586
796,40,history,32.94616812966062
797,16,history,18.083764125188274
798,29,history,56.94062418213392
799,32,history,35.507466287500435
800,48,history,60.76446984256238
801,20,history,-15.67389650998004
802,37,history,3.029392828814636
803,24,history,5.445250026556452
804,42,history,113.50474404520108
805,15,history,28.34727498449061
806,23,history,19.852066847707423
807,38,history,140.45770622343082
808,18,history,60.282703524208365
809,45,history,56.97102990320265
810,18,history,44.21382700896828
811,8,history,20.778577631295242
812,10,history,60.06021764263854
813,22,history,58.696799986329594
814,45,history,80.47543272588472
815,14,history,16.261697100789366
816,32,history,46.79441760400723
817,30,history,97.01352050472697
818,49,history,70.8332832557463
819,42,history,105.13731450751214
820,29,history,67.39833650283772
821,39,history,50.85451131863817
822,42,history,-22.753039607426178
823,38,history,81.07338480976422
824,6,history,20.786975661759985
825,30,history,31.50617499569287
826,5,history,4.3958681440718586
827,33,history,58.05981163273145
828,30,history,92.59532481945554
829,32,history,60.88458845126834
830,15,history,21.844029599502132
831,14,history,30.48890347444307
832,21,history,57.383934253058406
833,34,history,59.48885219023636
834,42,history,79.38808788444717
835,1,history,15.062147140226873
836,5,history,35.85556194501206
837,16,history,21.61756715797813
838,4,history,4.324575795366854
839,47,history,-44.35402003097256
840,0,history,9.874145149729657
841,24,history,45.348284730046984
842,49,history,36.29381039806917
843,30,history,27.516794765081666
844,14,history,32.789253844541705
845,1,history,11.454509960974004
846,39,history,31.099658433173712
847,41,history,83.15639693855883
848,22,history,95.0635211260762
849,27,history,23.70708850984797
850,40,history,12.450239798657346
851,48,history,48.79509953394797
852,27,history,28.373506227854943
853,5,history,26.027233596074147
854,33,history,-8.67071739582116
855,22,history,62.30227744939363
856,27,history,33.422350405747785
857,18,history,31.567606193776538
858,44,history,15.394778172790907
859,13,history,4.25299063435649
860,6,history,10.34349839919058
861,47,history,25.337739571743217
862,48,history,18.046143915016536
863,16,history,27.739105318043954
864,32,history,-0.5125262427373727
865,3,history,3.396667396991276
866,25,history,31.78163409037037
867,5,history,31.790702083512706
868,47,history,97.72296121538587
869,21,history,29.499379392767757
870,48,history,36.2201503197697
871,18,history,4.7268563491717766
872,2,history,10.96686674774116
873,13,history,19.342241822465702
874,41,history,69.36743165174802
875,35,history,-18.171728713826482
876,22,history,26.269989326580017
877,17,history,53.01418239629304
878,2,history,15.072880559779504
879,32,history,5.934012173354188
880,48,history,120.48488934342976
881,49,history,104.08407485224348
882,45,history,-40.33851610804457
883,30,history,55.46744878765261
884,19,history,31.684875836279048
885,26,history,47.07086053131695
886,42,history,38.100467460902316
887,28,history,81.43418693811944
888,26,history,-12.290211366921174
889,1,history,-0.6134298007641945
890,0,history,5.426054406659744
891,12,history,14.312426855772605
892,6,history,9.929634120027874
893,22,history,12.082914572091749
894,1,history,12.63037975267406
895,5,history,14.976843480103966
896,48,history,121.96938500114041
897,29,history,57.11506679391514
898,18,history,36.98688804907649
899,37,history,60.5909363017464
900,6,history,26.814145486869478
901,31,history,77.92691035101362
902,14,history,23.232759280083595
903,29,history,38.261923453027016
904,15,history,38.82610393716553
905,2,history,11.905392847512456
906,38,history,39.33390856015369
907,29,history,35.84930751564509
908,4,history,9.196157123580534
909,27,history,51.030086171229755
910,30,history,77.93683339692815
911,23,history,35.97510489958221
912,43,history,98.27006372909216
913,21,history,43.81581148906649
914,30,history,-3.3982135724123594
915,42,history,76.5422395103539
916,17,history,40.84198919578777
917,6,history,10.723538210963028
918,20,history,-16.340696359171922
919,14,history,40.13097543806235
920,48,history,89.34932389183999
921,43,history,27.390286069688067
922,44,history,-12.009621773185163
923,37,history,52.3288364148726
924,7,history,12.828164763728317
925,46,history,38.727923538126916
926,49,history,56.898349909800146
927,24,history,66.30036812162766
928,31,history,14.720766859692969
929,29,history,63.65331556291461
930,37,history,-2.2039457315469546
931,34,history,36.876679742721876
932,8,history,22.90187921635245
933,48,history,99.88238464300558
934,21,history,50.84135642959383
935,4,history,31.524288118582973
936,20,history,-14.12991523784991
937,28,history,40.170420528738745
938,33,history,47.31413594271609
939,41,history,81.29031063867157
940,18,history,10.510202382156976
941,10,history,22.191918975726875
942,14,history,28.131772751547334
943,36,history,93.22609535325908
944,14,history,9.132115870129926
945,18,history,5.1914138062426085
946,2,history,19.023355811494678
947,43,history,141.90537915748553
948,36,history,25.20710240022786
949,44,history,36.992408631014825
950,48,history,73.72152095126388
951,3,history,23.691878890753355
952,31,history,88.3586771927728
953,24,history,-0.11823084550182017
954,18,history,-6.031388897082517
955,29,history,44.52407027845583
956,41,history,50.807668487620305
957,16,history,43.797822295505775
958,25,history,41.65238491957922
959,0,history,6.786529222502126
960,42,history,54.35527406593191
961,15,history,12.927650543140214
962,0,history,11.106080291164272
963,48,history,32.75027100144604
964,40,history,-32.7441924467371
965,23,history,1.3696895647936784
966,22,history,-2.9117408367716493
967,46,history,63.184008890779786
968,20,history,37.73717587286255
969,4,history,8.12507100634005
970,15,history,10.803641448970907
971,25,history,28.136559503747893
972,5,history,14.427714619251594
973,9,history,-1.088131119596298
974,18,history,39.6522167261939
975,30,history,43.960269815490975
976,32,history,21.987951540099235
977,30,history,57.988352061408875
978,8,history,-7.117690850145554
979,25,history,48.49092704220621
980,32,history,47.416004838745145
981,42,history,98.14506371688617
982,5,history,12.735447076612665
983,30,history,62.443334137481045
984,48,history,100.10509395055752
985,9,history,8.391526230355563
986,16,history,20.256591834585976
987,33,history,-31.58781083460211
988,8,history,9.576731336960854
989,22,history,16.002611093213822
990,5,history,8.691317557267574
