id,was_married,children,salary,sex,age,profession,home_cost,drive_info,happyness
48,1,3.0,1000.27,0,21.0,Homemaker,10023458.30345784,1.0,0.4418962762267438
49,0,1.0,186239.08,0,10.0,Lawyer,10193145.632914916,1.0,0.5516883835886259
50,1,6.0,212935.84,1,13.0,Entertainment,10241573.727556156,,0.5628612170226337
51,1,3.0,1000.35,0,21.0,Homemaker,10156912.474210007,,0.3124351931142321
52,1,6.0,213664.61,1,13.0,Entertainment,10318051.007882718,,0.6174757274728117
53,1,9.0,132746.51,1,100.0,Artist,10203307.816821748,,0.7352066940023276
54,1,4.0,45583.98,1,82.0,Engineer,10137682.563470503,,0.4546082024787896
55,1,9.0,131979.3,1,99.0,Artist,10190414.985637575,1.0,0.5926798089584621
56,1,0.0,2004.5,0,17.0,Healthcare,10077376.995507104,1.0,0.40943851073551996
57,1,4.0,45284.86,1,82.0,Engineer,10151696.404976718,1.0,0.44082401429522955
58,1,9.0,132536.26,1,100.0,Artist,10206640.617840478,,0.6425154070113511
59,1,1.0,12580.48,1,9.0,Marketing,10244366.545710357,,0.34497806260143404
60,1,4.0,44155.63,1,82.0,Engineer,10031008.228418654,0.0,0.720065441178083
61,1,9.0,132562.95,1,99.0,Artist,10216310.385491792,,0.5521656023884448
62,1,6.0,216712.05,1,13.0,Entertainment,10303274.686131062,1.0,0.5413384414668789
63,1,1.0,12529.41,1,9.0,Marketing,10086932.838050082,0.0,0.49036245957262614
64,1,4.0,45275.3,1,82.0,Engineer,10138984.200493814,0.0,0.5234793322522666
65,1,0.0,2058.01,0,17.0,Healthcare,10158757.958194371,1.0,0.4065090550304082
66,1,9.0,131795.42,1,99.0,Artist,10181477.346055642,0.0,0.7827401015554466
67,1,6.0,214797.79,1,14.0,Entertainment,10234177.92949012,,0.43515390989261454
68,1,6.0,213010.82,1,13.0,Entertainment,10448859.250990205,,0.40959403870082384
69,1,9.0,132889.55,1,100.0,Artist,10248735.566384546,,0.7867459605016933
70,1,0.0,36103.67,1,3.0,Executive,10121962.60621965,,0.41399233539519187
71,1,1.0,12837.2,1,9.0,Marketing,10063899.204594526,,0.6158763849662738
72,0,1.0,186724.53,0,10.0,Lawyer,10301832.009382596,,0.36569550854887506
73,1,6.0,214867.64,1,13.0,Entertainment,10277231.003318138,0.0,0.4378827663631219
74,1,9.0,132455.32,1,100.0,Artist,10393876.448345143,,0.661013148657187
75,1,0.0,35561.03,1,3.0,Executive,10078323.704945125,,0.46798533190483516
76,1,6.0,213655.49,1,13.0,Entertainment,10291521.621981168,1.0,0.5859355323522685
77,0,1.0,185180.32,0,10.0,Lawyer,10203281.18848741,0.0,0.5820551029285588
78,1,0.0,1974.36,0,17.0,Healthcare,10154462.585958349,1.0,0.21727018816562116
79,0,2.0,202151.02,1,32.0,Doctor,10357944.044502871,1.0,0.5426412246014073
80,1,0.0,35724.19,1,3.0,Executive,10027692.662565948,1.0,0.47311550996570895
81,0,1.0,184950.63,0,10.0,Lawyer,10233442.85529597,1.0,0.43133058024576604
82,1,1.0,12872.59,1,9.0,Marketing,10123864.701157488,1.0,0.4992498850624272
83,0,2.0,201793.39,1,32.0,Doctor,10257472.217552615,,0.40463297182593116
84,0,1.0,185945.46,0,11.0,Lawyer,10279511.54580538,,0.2784037886249272
85,0,1.0,185600.33,0,10.0,Lawyer,10259351.860424029,,0.36269617357927125
86,1,3.0,1002.38,0,21.0,Homemaker,10030913.148306496,,0.5400252042885185
87,1,3.0,1001.02,0,20.0,Homemaker,10145576.70306424,,0.18194415785830467
88,1,0.0,2078.03,0,17.0,Healthcare,10110046.541038422,,0.4013174504917406
89,1,3.0,998.44,0,21.0,Homemaker,9882781.19995779,1.0,0.506583750435287
90,1,4.0,44941.36,1,82.0,Engineer,10049877.292150363,,0.5665365534248001
91,1,4.0,44851.29,1,82.0,Engineer,10107770.807544312,1.0,0.6271812576349084
92,1,2.0,202064.42,1,32.0,Doctor,10299663.088341711,,0.28255439588583886
93,1,3.0,998.32,0,21.0,Homemaker,10170327.380151568,1.0,0.41686540549157214
94,1,9.0,131996.67,1,100.0,Artist,10127844.514579346,1.0,0.6667718429180429
95,1,9.0,131806.5,1,99.0,Artist,10161486.737192145,,0.692049307680657
96,1,3.0,1000.78,0,21.0,Homemaker,10107324.859111512,1.0,0.2699326199467565
97,1,1.0,12504.68,1,9.0,Marketing,10213048.913930325,1.0,0.40367456409479463
98,1,6.0,213903.21,1,14.0,Entertainment,10405277.862676704,,0.5537140129165952
99,0,1.0,185191.95,0,11.0,Lawyer,10173919.225074071,1.0,0.46755993717796546
100,1,2.0,201479.32,1,32.0,Doctor,10280761.720426982,0.0,0.4835629536721464
101,1,0.0,36446.76,1,3.0,Executive,10102270.913220352,,0.4645524668175303
102,0,1.0,186022.1,0,10.0,Lawyer,10417446.373123895,1.0,0.4757567021228441
103,1,9.0,132137.17,1,99.0,Artist,10171432.379651835,,0.7569423704506104
104,1,3.0,999.01,0,21.0,Homemaker,10046163.001367554,,0.5337406381563966
105,1,0.0,2064.81,0,17.0,Healthcare,10019371.821621962,0.0,0.37318069278871135
106,1,0.0,36393.02,1,3.0,Executive,10045269.978931615,,0.5401734731703121
107,1,9.0,131266.49,1,99.0,Artist,10220293.746352408,,0.729430273842095
108,1,9.0,132453.26,1,99.0,Artist,10153969.23351607,,0.6620772836571868
109,1,6.0,211680.13,1,13.0,Entertainment,10408424.23031968,,0.752943440907191
110,0,1.0,184818.8,0,10.0,Lawyer,10310681.529242354,1.0,0.3319960330492395
111,1,9.0,132472.26,1,100.0,Artist,10127852.802333351,,0.8020958442909871
112,1,1.0,12707.04,1,9.0,Marketing,10185354.663907304,,0.4113773415233425
113,1,2.0,201602.37,1,32.0,Doctor,10286423.447450915,1.0,0.41166078354769997
114,1,4.0,45049.96,1,82.0,Engineer,10204234.341158671,1.0,0.5325094980126872
115,0,2.0,201289.81,1,32.0,Doctor,10332675.562069742,,0.7572360101285238
116,1,3.0,1000.34,0,21.0,Homemaker,10042864.191712417,1.0,0.4528067733173712
117,1,3.0,999.18,0,21.0,Homemaker,10074241.3916007,1.0,0.26949332887137434
118,1,0.0,36853.84,1,3.0,Executive,10075141.52349924,0.0,0.341955287074083
119,1,2.0,201689.71,1,32.0,Doctor,10192538.878635606,1.0,0.6107430472245492
120,1,4.0,45240.38,1,81.0,Engineer,10128362.44141095,0.0,0.5389281534817769
121,1,0.0,2079.75,0,17.0,Healthcare,10097853.937958648,0.0,0.32892313098358367
122,0,1.0,185864.48,0,10.0,Lawyer,10252007.415478608,,0.5707252632444413
123,1,3.0,999.26,0,21.0,Homemaker,10180088.755034173,0.0,0.6341357181975932
124,1,9.0,132564.71,1,100.0,Artist,10337306.419533616,,0.4884906181574455
125,1,0.0,2077.4,0,17.0,Healthcare,9969120.181728125,,0.28228008438276236
126,1,4.0,44304.46,1,82.0,Engineer,10088843.380506128,,0.6400094649695028
127,1,4.0,45542.95,1,82.0,Engineer,10146706.17664791,1.0,0.47115277657451726
128,1,0.0,37674.61,1,3.0,Executive,10191019.8920851,,0.40905991887985593
129,1,9.0,132492.8,1,100.0,Artist,10173994.865041004,1.0,0.729470830286962
130,1,0.0,35535.08,1,3.0,Executive,10200641.18647295,,0.34637509772281666
131,0,1.0,187093.38,0,10.0,Lawyer,10336155.473863894,1.0,0.43177764760617954
132,1,1.0,12671.73,1,9.0,Marketing,10138232.608254367,,0.35691060091819654
133,1,1.0,12564.14,1,9.0,Marketing,10096392.988613283,0.0,0.4554777863035095
134,1,0.0,2065.48,0,17.0,Healthcare,10134529.020213043,1.0,0.5507058929903194
135,1,9.0,132516.98,1,100.0,Artist,10021473.537065135,1.0,0.6181052061483236
136,1,1.0,12648.7,1,9.0,Marketing,10131936.913089631,1.0,0.3249262099902735
137,0,2.0,203550.42,1,32.0,Doctor,10184260.525624136,,0.6380743552922998
138,1,1.0,12765.11,1,9.0,Marketing,10269426.281703657,,0.28418115459919674
139,1,1.0,12613.79,1,9.0,Marketing,10158218.15936428,1.0,0.3051062592636584
140,1,9.0,132340.69,1,100.0,Artist,10204016.369932069,,0.6457434241823135
141,1,0.0,36534.95,1,3.0,Executive,10086890.12655454,,0.4235375975673242
142,1,4.0,45043.14,1,82.0,Engineer,10095091.966299187,1.0,0.6006644776950882
143,1,1.0,13087.85,1,9.0,Marketing,10251250.377903346,,0.27576540214774825
144,1,0.0,35210.34,1,3.0,Executive,10224028.741614783,1.0,0.6250127908760995
145,1,2.0,201968.22,1,32.0,Doctor,10299308.18407434,,0.5149323730034925
146,1,0.0,2013.6,0,17.0,Healthcare,10178930.3828644,1.0,0.42276053472267894
147,1,0.0,36401.75,1,3.0,Executive,10180519.02926908,1.0,0.3661336733741015
148,1,0.0,2055.07,0,17.0,Healthcare,10146812.9842423,1.0,0.46694507232810567
149,1,9.0,132013.93,1,99.0,Artist,10379937.29170592,,0.503684193890795
150,1,3.0,1000.35,0,21.0,Homemaker,10059712.751849797,1.0,0.4162669182674637
151,1,6.0,214217.95,1,13.0,Entertainment,10307901.5508727,,0.42215253936711167
152,1,0.0,36007.85,1,3.0,Executive,10057238.084894327,1.0,0.5651913250021422
153,1,4.0,45791.61,1,82.0,Engineer,10234171.303841952,,0.6507310587519457
154,1,0.0,2050.14,0,17.0,Healthcare,10056081.84912598,1.0,0.3650886638712547
155,1,4.0,45690.32,1,82.0,Engineer,10151708.592670016,,0.7160852038659118
156,1,2.0,202457.62,1,32.0,Doctor,10293135.378578791,1.0,0.506430477295348
157,1,0.0,35503.05,1,3.0,Executive,10123160.839055914,1.0,0.35121511507979974
158,1,0.0,35220.1,1,3.0,Executive,10145095.030428998,1.0,0.3642419615940241
159,1,6.0,213414.01,1,13.0,Entertainment,10375885.09090584,,0.332725955955699
160,1,1.0,12822.67,1,9.0,Marketing,10135685.447529966,0.0,0.3817302686227471
161,0,1.0,186661.05,0,10.0,Lawyer,10315059.053371286,1.0,0.36093727767001516
162,1,9.0,131982.28,1,99.0,Artist,10132620.63661697,0.0,0.7999622616447243
163,1,0.0,2001.75,0,17.0,Healthcare,9958080.342927191,1.0,0.234567504482943
164,1,9.0,131849.61,1,99.0,Artist,10165913.166508472,1.0,0.7255273974540155
165,1,9.0,132348.01,1,100.0,Artist,10160225.42309281,1.0,0.574684503857915
166,0,1.0,185368.3,0,10.0,Lawyer,10363944.81010158,,0.3566845395097506
167,1,0.0,36605.28,1,3.0,Executive,10146622.821023118,0.0,0.48447985764847806
168,1,1.0,12964.04,1,9.0,Marketing,10031393.35918374,,0.32471086777576424
169,1,6.0,214485.95,1,13.0,Entertainment,10473524.926419536,,0.5027670938551664
170,1,3.0,1002.69,0,21.0,Homemaker,10032482.251831591,1.0,0.4991134820527588
171,1,4.0,45825.57,1,82.0,Engineer,10135533.840301763,1.0,0.5844888414944582
172,1,0.0,1991.22,0,17.0,Healthcare,10169998.512669424,,0.33685921687263126
173,1,3.0,999.81,0,21.0,Homemaker,9824378.17956564,,0.15085368031311464
174,1,9.0,131540.94,1,99.0,Artist,10251152.23466556,0.0,0.8698113861142303
175,1,0.0,2025.34,0,17.0,Healthcare,10171644.024670428,1.0,0.30090895647257004
176,1,6.0,211887.46,1,14.0,Entertainment,10290018.11020068,,0.4643228448847552
177,1,3.0,999.04,0,21.0,Homemaker,10110056.072026104,,0.43277001991007735
178,1,9.0,131866.53,1,99.0,Artist,10294510.753885144,,0.7691946349799604
179,1,9.0,132213.99,1,99.0,Artist,10157212.77065668,0.0,0.6648069263985227
180,1,1.0,12342.29,1,9.0,Marketing,10130721.7218824,,0.2956374567907104
181,1,6.0,213766.41,1,14.0,Entertainment,10297607.930670813,1.0,0.5225825036928683
182,1,0.0,36622.42,1,3.0,Executive,10122957.238061631,,0.5093567071006961
183,1,0.0,36094.24,1,3.0,Executive,10142862.141278269,,0.16835503558458986
184,1,4.0,45658.14,1,82.0,Engineer,10060382.024966124,1.0,0.6581554522716556
185,1,2.0,201066.87,1,32.0,Doctor,10370087.087265955,0.0,0.490265364402861
186,1,0.0,2042.75,0,17.0,Healthcare,10172907.474793252,,0.40108409586850896
187,0,1.0,185734.73,0,10.0,Lawyer,10236467.422141846,1.0,0.41849114714610625
188,1,2.0,202434.06,1,32.0,Doctor,10355667.406097334,1.0,0.6882921859042482
189,1,0.0,2041.56,0,17.0,Healthcare,10082953.058972456,,0.3311298075354059
190,0,1.0,186389.35,0,11.0,Lawyer,10330869.579571566,,0.3012962280058759
191,1,0.0,2063.5,0,17.0,Healthcare,10052771.18627967,1.0,0.3597841365042604
192,1,2.0,201969.34,1,32.0,Doctor,10319008.663586248,0.0,0.6577808294614137
193,1,2.0,201415.17,1,32.0,Doctor,10457242.167766703,1.0,0.584270724874979
194,1,6.0,215565.63,1,14.0,Entertainment,10392791.460321471,1.0,0.45251633100260497
195,1,0.0,2036.27,0,17.0,Healthcare,10175165.926371202,1.0,0.44376022892959305
196,1,1.0,13110.94,1,9.0,Marketing,10196680.325663768,,0.501895157329326
197,1,3.0,1002.09,0,20.0,Homemaker,10109072.020582518,1.0,0.6291309737358332
198,1,6.0,214586.55,1,14.0,Entertainment,10371503.16083228,1.0,0.5269912418876516
199,1,2.0,202166.07,1,32.0,Doctor,10249039.466046592,,0.367998186850713
200,1,9.0,132228.02,1,100.0,Artist,10129652.348338146,0.0,0.7680694403949532
201,1,0.0,36182.42,1,3.0,Executive,10141373.419991706,1.0,0.4460998695979218
202,1,1.0,12925.09,1,9.0,Marketing,10220896.796801114,1.0,0.47483860472568684
203,1,3.0,999.27,0,20.0,Homemaker,10063635.450437298,,0.49027309099913824
204,1,1.0,12422.61,1,9.0,Marketing,10202948.933279974,,0.44872053380981847
205,1,0.0,36020.24,1,3.0,Executive,10139913.330330484,,0.5026293925001333
206,1,6.0,215665.1,1,14.0,Entertainment,10327227.16976031,,0.6235993282642084
207,1,9.0,133378.12,1,100.0,Artist,10239063.342760466,,0.8878074154463913
208,1,6.0,213245.71,1,14.0,Entertainment,10254546.008258251,0.0,0.5754116960753825
209,1,1.0,12518.43,1,9.0,Marketing,10099708.733658211,,0.4437626297587182
210,1,1.0,12699.01,1,9.0,Marketing,10114921.976098493,,0.46784297396008556
211,1,6.0,213807.45,1,14.0,Entertainment,10408535.087677116,0.0,0.45111734644070806
212,1,2.0,200846.01,1,32.0,Doctor,10214862.013447933,1.0,0.4213730138056832
213,1,1.0,12708.89,1,9.0,Marketing,10092001.741560064,,0.33451257850093685
214,1,0.0,35415.52,1,3.0,Executive,10144231.051204767,,0.2738228199465066
215,1,9.0,131899.83,1,99.0,Artist,10276147.23243513,,0.756682014362158
216,1,3.0,999.91,0,21.0,Homemaker,10026924.66418632,0.0,0.39535552353524234
217,1,1.0,12757.4,1,9.0,Marketing,10086386.197254157,1.0,0.49308486676001057
218,0,2.0,202600.11,1,32.0,Doctor,10267788.2596955,,0.36745616051335245
219,1,1.0,12568.31,1,9.0,Marketing,10150164.64566772,,0.5464855144482437
220,1,2.0,202548.44,1,32.0,Doctor,10162218.537814246,,0.5134466437136274
221,1,3.0,999.49,0,21.0,Homemaker,10098698.075837111,,0.27592579326121414
222,1,1.0,12643.44,1,9.0,Marketing,10066347.039046057,1.0,0.5095357301561262
223,1,4.0,45947.69,1,82.0,Engineer,10120690.69143533,,0.7180206865151814
224,1,0.0,36196.98,1,3.0,Executive,10180618.20379478,,0.28396247911262124
225,1,3.0,998.67,0,21.0,Homemaker,9943756.165074283,,0.4899831462523812
226,1,9.0,132251.22,1,100.0,Artist,10277614.491394795,0.0,0.5058733449160202
227,1,9.0,133265.55,1,99.0,Artist,10382466.567147836,,0.5164360637667245
228,1,4.0,45647.64,1,81.0,Engineer,10216972.029184956,1.0,0.6883259405365874
229,1,0.0,2046.42,0,17.0,Healthcare,10091118.846704455,1.0,0.25657213378865645
230,1,4.0,45149.02,1,82.0,Engineer,10127558.736415362,1.0,0.49339050217063385
231,1,0.0,2035.96,0,17.0,Healthcare,10049722.282840991,,0.46042836468465026
232,0,1.0,187202.58,0,11.0,Lawyer,10225787.548968684,1.0,0.29190746126913053
233,1,1.0,12780.03,1,9.0,Marketing,9965820.370473685,1.0,0.5791231575454944
234,1,3.0,999.92,0,20.0,Homemaker,10070198.185303263,1.0,0.4522387453813795
235,1,6.0,213295.86,1,14.0,Entertainment,10239258.41614001,,0.418491236985604
236,1,9.0,131845.26,1,99.0,Artist,10190261.473779531,,0.701194314693017
237,1,4.0,45205.25,1,81.0,Engineer,9947734.290290607,,0.42395780404373706
238,1,9.0,132167.75,1,100.0,Artist,10161892.775834458,0.0,0.6699815384678537
239,1,0.0,36912.56,1,3.0,Executive,10201860.686464282,1.0,0.4954511987076632
240,1,0.0,37042.59,1,3.0,Executive,10039219.516244698,,0.5339524450625426
241,1,2.0,200789.46,1,32.0,Doctor,10309128.260531506,1.0,0.595244527535311
242,1,0.0,2109.37,0,17.0,Healthcare,10110977.328657083,,0.4975984886877796
243,0,1.0,185239.27,0,10.0,Lawyer,10307553.349244244,,0.3390475039701919
244,1,9.0,132155.92,1,99.0,Artist,10437164.192198915,,0.4482302782595083
245,1,6.0,213999.72,1,14.0,Entertainment,10161968.333874147,,0.6411664241041675
246,1,1.0,12843.76,1,9.0,Marketing,10240099.110015923,,0.27956024520811906
247,1,0.0,36064.98,1,3.0,Executive,10217106.242311466,1.0,0.23768732578700932
248,1,0.0,37231.91,1,3.0,Executive,10175487.903361894,1.0,0.48171292323067194
249,1,0.0,2030.56,0,17.0,Healthcare,10194502.864885522,,0.2316940846656327
250,1,3.0,999.27,0,20.0,Homemaker,10011540.452791823,1.0,0.20566647242287264
251,1,4.0,45715.85,1,82.0,Engineer,10305669.962899528,,0.6021500118276343
252,1,2.0,201827.69,1,32.0,Doctor,10292122.82247538,,0.3477283774968123
253,1,0.0,36122.73,1,3.0,Executive,10115163.76901156,,0.4073862591784835
254,1,0.0,36947.28,1,3.0,Executive,10176549.728030097,,0.4426599875488022
255,0,2.0,201688.67,1,32.0,Doctor,10153674.138895275,,0.46377052049940615
256,0,2.0,200909.76,1,32.0,Doctor,10264395.970682329,1.0,0.4229704724221278
257,1,3.0,999.21,0,21.0,Homemaker,10009980.077708377,,0.3881542982033168
258,1,9.0,132750.12,1,100.0,Artist,10220125.522755343,1.0,0.731207398669737
259,1,1.0,12676.0,1,9.0,Marketing,10250642.138555562,,0.376943938241855
260,1,1.0,12890.02,1,9.0,Marketing,10207125.23025848,,0.5822728916243782
261,1,0.0,2024.13,0,17.0,Healthcare,10110765.73318353,,0.3751030444618598
262,1,9.0,132796.25,1,99.0,Artist,10180216.595299322,1.0,0.67743520299795
263,1,9.0,132582.71,1,99.0,Artist,10313786.33960228,0.0,0.8718721881814191
264,1,9.0,131942.37,1,99.0,Artist,10221583.218789935,1.0,0.8104061779401341
265,0,1.0,185933.92,0,11.0,Lawyer,10179224.21680123,0.0,0.16731061305521636
266,0,1.0,186124.36,0,11.0,Lawyer,10183990.847150806,,0.5707837410901709
267,1,3.0,1000.28,0,21.0,Homemaker,10143137.598852016,1.0,0.5271614519838207
268,1,9.0,132259.49,1,99.0,Artist,10179711.29274606,,0.6480353579998817
269,1,3.0,1001.16,0,21.0,Homemaker,10092497.27157379,,0.2559650746522474
270,1,0.0,2078.01,0,18.0,Healthcare,10129828.432811003,1.0,0.2564365240130469
271,1,3.0,999.12,0,21.0,Homemaker,10210404.533298358,,0.30237802288440924
272,1,4.0,44574.79,1,82.0,Engineer,10017297.595754543,,0.5642486371891658
273,1,3.0,999.7,0,21.0,Homemaker,10081530.733111689,,0.24861128428108403
274,1,3.0,1000.41,0,21.0,Homemaker,10049856.612160152,1.0,0.6502874388014295
275,1,3.0,998.59,0,21.0,Homemaker,10026258.086640384,1.0,0.39282344030726224
276,0,1.0,186213.48,0,10.0,Lawyer,10295759.987709712,1.0,0.28836326201525914
277,1,1.0,12616.4,1,9.0,Marketing,10062987.972021518,,0.3388949137858808
278,1,4.0,46082.76,1,82.0,Engineer,10058480.525306825,,0.6451182757359561
279,0,1.0,185486.39,0,10.0,Lawyer,10444844.873904107,,0.3363852678642741
280,1,0.0,2026.32,0,17.0,Healthcare,10015859.175319096,,0.49409758010822896
281,1,3.0,999.34,0,21.0,Homemaker,10032228.305728268,1.0,0.23704816769046227
282,1,0.0,35936.15,1,3.0,Executive,10209396.067787347,,0.28436622202174083
283,1,1.0,12821.57,1,9.0,Marketing,10052743.054532906,1.0,0.34461196796453464
284,1,0.0,2026.39,0,17.0,Healthcare,10181914.784317622,,0.33622657157989677
285,1,4.0,45383.67,1,81.0,Engineer,10180889.523617797,,0.48846051457749584
286,1,3.0,1000.51,0,20.0,Homemaker,10077991.862808628,1.0,0.29429824715791253
287,1,0.0,2026.44,0,17.0,Healthcare,10126453.045954764,1.0,0.2059921171232395
288,1,0.0,2018.31,0,17.0,Healthcare,10106582.284723517,0.0,0.19093071168303494
289,1,4.0,46403.65,1,81.0,Engineer,10098977.71694693,,0.5130915827984791
290,1,9.0,131557.98,1,99.0,Artist,10445780.276318587,,0.47852466396838933
291,0,1.0,185798.39,0,11.0,Lawyer,10240097.277830396,0.0,0.2245705922453506
292,1,0.0,1991.19,0,17.0,Healthcare,10140768.541539587,,0.42752747788947454
293,1,2.0,201576.29,1,32.0,Doctor,10265027.196824772,1.0,0.35536694401950275
294,0,1.0,186018.86,0,11.0,Lawyer,10256841.971904725,1.0,0.2829685197612898
295,1,6.0,213297.77,1,14.0,Entertainment,10316960.93992757,1.0,0.6234766957417476
296,1,0.0,1989.0,0,17.0,Healthcare,10029242.26087009,1.0,0.41747017157560823
297,1,0.0,35293.42,1,3.0,Executive,10050131.781367537,1.0,0.4417015075210696
298,1,1.0,12210.73,1,9.0,Marketing,10068021.955067163,,0.3340175990590945
299,1,6.0,213062.71,1,13.0,Entertainment,10323114.61508996,,0.5228826899695206
300,0,1.0,185606.5,0,11.0,Lawyer,10177514.865886554,1.0,0.253507688134552
301,1,0.0,2043.74,0,17.0,Healthcare,10092275.392443994,1.0,0.2770523132419047
302,1,9.0,131762.77,1,99.0,Artist,10200709.688045043,,0.5995283003105942
303,0,1.0,184801.24,0,10.0,Lawyer,10195937.611302877,0.0,0.3790674799050671
304,1,3.0,1000.2,0,21.0,Homemaker,10241519.824421944,,0.356096170706536
305,1,4.0,44439.05,1,82.0,Engineer,10149724.946214993,1.0,0.5444665918952081
306,1,0.0,2044.95,0,17.0,Healthcare,10134845.666131012,,0.27989565654786175
307,1,6.0,212705.88,1,13.0,Entertainment,10322337.506998297,,0.6561541983353189
308,0,1.0,186048.72,0,11.0,Lawyer,10217199.645837853,,0.29638936809902866
309,1,4.0,45460.59,1,82.0,Engineer,10046918.562969578,,0.6339977446755116
310,1,1.0,12630.2,1,9.0,Marketing,9948181.657023937,,0.5199901372647014
311,0,1.0,186402.65,0,10.0,Lawyer,10264682.03181241,1.0,0.15692727440154763
312,1,6.0,213031.24,1,13.0,Entertainment,10258935.17174546,,0.5875570846245426
313,0,1.0,187210.88,0,11.0,Lawyer,10472675.877360204,0.0,0.36811567642587534
314,1,2.0,201532.73,1,32.0,Doctor,10249357.84432972,,0.6128190572898574
315,0,1.0,186310.58,0,10.0,Lawyer,10317282.064068116,0.0,0.20118643081708593
316,0,1.0,185169.78,0,10.0,Lawyer,10316680.228641614,,0.5163701003908223
317,1,3.0,998.38,0,21.0,Homemaker,10077359.545491235,,0.37305414949341725
318,1,6.0,215900.15,1,13.0,Entertainment,10365961.024726003,1.0,0.4184355913136499
